TITOLO,PUNTEGGIO,CONSIGLIATO,GENERE,PAESI,ANNO,"DURATA
(MINUTI)",TRAMA,REGIA,CAST,CINEMA,ORARIO
UNA BATTAGLIA DOPO L'ALTRA,"4,30",ASSOLUTAMENTE SI,"Drammatico, Thriller",USA,2025,161,"Anderson fa il suo 'grande romanzo americano'. Un film corrosivo sulle rivoluzioni familiari, politiche, sociali",Paul Thomas Anderson,"Leonardo DiCaprio, Sean Penn, Benicio Del Toro, Regina Hall","Arena Nuovo Sacher
CINEMA Nuovo Sacher","VO: 21:30
VO: 21:30"
LUPIN III - IL CASTELLO DI CAGLIOSTRO,"3,84",SI,Animazione,Giappone,1979,100,"Miyazaki entusiasma, diverte e stupisce con il contributo di una sceneggiatura brillante e ben bilanciata",Hayao Miyazaki,"Eiko Masuyama, Gorô Naya, Kiyoshi Kobayashi, Makio Inoue",CINEMA Madison,"15:00, 19:30"
THELMA & LOUISE,"3,80",SI,Drammatico,"USA, Francia",1991,128,Straordinario road movie al femminile verso la libertà,Ridley Scott,"Susan Sarandon, Geena Davis, Harvey Keitel, Michael Madsen, Brad Pitt",Arena di Santa Maria della Pietà,21:15
TOY STORY 5,"3,78",SI,"Animazione, Avventura, Commedia","USA, Giappone",2026,102,"Il quinto capitolo rispetta i topos e i personaggi della saga, affrontando le più grandi paure dei bambini: l'abbandono e la solitudine","Andrew Stanton, McKenna Harris","Angelo Maggi, Massimo Dapporto, Ilaria Stagni, Katia Follesa","CINEMA Adriano
CINEMA Atlantic
CINEMA Cineland
Eurcine Multisala
CINEMA Madison
CINEMA Multisala Lux
Multisala Odeon
The Screen Cinemas Roma Ottavia
The Space Parco de Medici
CINEMA Trianon
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","17:15
17:00
16:30, 20:00
16:45
15:15, 17:15, 19:15, 21:05
16:00, 18:00, 20:00
16:00, 18:00, 20:00
17:20
14:00, 16:25
17:00, 19:00
14:10, 16:10
11:20, 14:10, 16:10
14:10, 16:15
13:50, 16:30"
STILL WALKING - CAMMINANDO IN UN GIORNO D'ESTATE,"3,77",SI,Drammatico,Giappone,2008,114,Il punto più alto di un cinema che ha sempre cercato di raccontare i legami invisibili che uniscono le persone,Kore'eda Hirokazu,"You, Hiroshi Abe, Yoshio Harada, Ryôga Hayashi","CINEMA Greenwich
CINEMA Mignon","16:45
18:45"
ODISSEA,"3,74",SI,"Avventura, Drammatico, Fantasy","USA, Gran Bretagna",2026,172,L'epica si fa cinema. Nolan rilegge l'Odissea e ci illumina con messaggi pacifisti e femministi,Christopher Nolan,"Matt Damon, Tom Holland, Anne Hathaway, Robert Pattinson","CINEMA Adriano
CINEMA Andromeda
CINEMA Antares
CINEMA Atlantic
CINEMA Barberini
CINEMA Broadway
CINEMA Cineland
CINEMA Doria
CINEMA Eden
Eurcine Multisala
CINEMA Farnese
CINEMA FCE Majestic
CINEMA Giulio Cesare
CINEMA Greenwich
CINEMA Jolly
CINEMA Madison
CINEMA Mignon
CINEMA Multisala Lux
Multisala Odeon
Quattro Fontane
CINEMA Savoy
The Screen Cinemas Roma Ottavia
The Space Moderno
The Space Parco de Medici
CINEMA Trianon
CINEMA Troisi
Uci Cinemas Parco Leonardo
Uci Cinemas Porta di Roma
Uci Cinemas Roma Est
Uci Luce Maximo","15:00, 16:00, 17:00, 18:00, 19:50, 20:30, 21:30 | VO: 19:00
17:15, 17:45, 18:20, 19:20, 20:30, 21:00
16:30, 18:00, 20:00, 21:30
17:00, 18:00, 19:00, 20:30, 21:30
16:00, 18:00, 19:00, 22:00 | VO: 14:00, 14:15, 14:45, 15:00, 16:00, 17:15, 17:20, 18:15, 19:00, 20:30, 21:00, 21:30, 22:00
15:00, 16:00, 18:00, 19:00, 21:00
15:45, 16:45, 18:30, 19:15, 20:15
16:30, 18:00, 19:00, 20:30, 21:30
16:30, 17:40, 19:00, 20:00, 21:00
16:00, 17:00, 18:00, 19:15, 20:00, 20:30, 21:15
17:00 | VO: 20:30
15:45, 20:45 | VO: 15:15, 21:00
16:00, 17:00 | VO: 18:00, 19:30, 21:15
16:30, 20:00 | VO: 18:00, 21:15
17:00, 18:00, 19:00, 20:30, 21:30
14:45, 15:45, 17:00, 17:50, 18:45, 20:00, 20:55 | VO: 18:00, 21:00
16:00, 17:30, 19:15, 20:45
16:00, 16:30, 17:15, 18:00, 19:15, 20:00, 20:45, 21:30, 22:00 | VO: 17:00, 20:30, 22:00
16:00, 18:00, 20:00, 21:30, 22:00
16:00, 17:00, 20:15 | VO: 15:00, 18:15, 19:15, 21:30
16:30, 18:00, 20:30, 21:30
17:00, 18:00, 20:20, 21:20
15:00, 15:55, 16:30, 17:00, 18:00, 19:00, 20:00, 20:30, 21:00, 22:00
14:05, 14:30, 15:05, 15:10, 15:25, 16:00, 16:15, 16:40, 16:45, 17:00, 17:20, 17:35, 18:05, 18:10, 18:25, 18:40, 19:00, 19:15, 19:50, 20:00, 20:15, 20:30, 20:45, 21:00, 21:10, 21:25, 22:05
16:00, 17:00, 18:00, 19:30, 20:30, 21:30
VO: 11:00, 14:30, 18:00, 21:30
14:00, 14:30, 16:00, 16:30, 17:00, 17:30, 18:00, 18:35, 20:00, 20:40, 21:00, 21:20, 21:40, 22:00, 22:30 | VO: 19:30
10:25, 12:00, 13:00, 14:00, 14:30, 14:40, 15:00, 15:30, 16:00, 16:20, 16:30, 17:00, 17:30, 18:00, 18:35, 19:00, 19:30, 20:00, 20:15, 20:30, 21:00, 21:20, 21:30, 21:40, 22:00, 22:20, 22:40, 23:00, 23:50 | VO: 11:30
13:00, 14:00, 14:30, 15:00, 16:00, 16:30, 17:00, 18:00, 18:20, 18:40, 19:00, 19:30, 20:00, 20:30, 21:00, 21:30, 22:00, 22:20, 22:40, 23:00 | VO: 14:20
09:10, 10:00, 12:00, 13:00, 13:30, 14:00, 16:00, 17:00, 18:00, 19:30, 20:00, 21:00, 21:30, 22:00, 23:10, 23:50 | VO: 10:00"
AFTER LIFE - QUAL È IL TUO RICORDO PIÙ BELLO?,"3,73",SI,Drammatico,Giappone,1998,118,"L'indagine sull'uomo di Kore-eda sconfina nell'aldilà, in una riflessione originale sul significato dell'esistenza",Kore'eda Hirokazu,"Arata, Erika Oda, Susumu Terajima, Takashi Naitô","CINEMA Giulio Cesare
CINEMA Mignon
Quattro Fontane","16:45, 19:00 | VO: 21:00
21:00
18:45 | VO: 21:00"
NINO,"3,73",SI,Drammatico,Francia,2025,96,Un esordio ricco di sfumature e di sottili trovate narrative. Una piccola opera che contiene moltitudini,Pauline Loquès,"Théodore Pellerin, Jeanne Balibar, William Lebghil, Salomé Dewaels",Azzurro Scipioni,19:00
IL CASO 137,"3,70",SI,Thriller,Francia,2025,115,La polarizzazione tra polizia e società civile in un film che mantiene la purezza narrativa rifiutando ogni faziosità,Dominik Moll,"Léa Drucker, Jonathan Turnbull, Solan Machado Graner, Sandra Colombo",Azzurro Scipioni,21:00
L'HANGAR ROSSO,"3,70",SI,Drammatico,"Italia, Cile",2026,83,"Un ottimo thriller dall'eleganza concisa. Il racconto degli Anni Settanta in Cile, intriso delle preoccupazioni del presente",Juan Pablo Sallato,"Nicolás Zárate, Boris Quercia, Marcial Tagle, Catalina Stuardo","CINEMA Eden
Eurcine Multisala
CINEMA Giulio Cesare
CINEMA Greenwich","16:30, 18:45, 21:15
17:00, 19:00, 21:30
16:15, 18:45 | VO: 21:15
VO: 19:45"
